title,genre,director,actors,description,image,rating,bag_of_words
Star Trek Into Darkness,action adventure sci-fi,j.j. abrams,"[,chrispine,zacharyquinto,zoesaldana,]","After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","https://m.media-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,action adventure sci-fij.j. abrams chrispine zacharyquinto zoesaldana After the crew of the Enterprise find an unstoppable force of terror from within their own organization  Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.
Mission: Impossible - Fallout,action adventure thriller,christopher mcquarrie,"[,tomcruise,henrycavill,vingrhames,]","Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.","https://m.media-amazon.com/images/M/MV5BNjRlZmM0ODktY2RjNS00ZDdjLWJhZGYtNDljNWZkMGM5MTg0XkEyXkFqcGdeQXVyNjAwMjI5MDk@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,action adventure thrillerchristopher mcquarrie tomcruise henrycavill vingrhames Ethan Hunt and his IMF team  along with some familiar allies  race against time after a mission gone wrong.
Black Hawk Down,action drama history,ridley scott,"[,joshhartnett,ewanmcgregor,tomsizemore,]","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.","https://m.media-amazon.com/images/M/MV5BYWMwMzQxZjQtODM1YS00YmFiLTk1YjQtNzNiYWY1MDE4NTdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,action drama historyridley scott joshhartnett ewanmcgregor tomsizemore The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord  but found themselves in a desperate battle with a large force of heavily armed Somalis.
The Hangover,comedy,todd phillips,"[,zachgalifianakis,bradleycooper,justinbartha,]","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.","https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedytodd phillips zachgalifianakis bradleycooper justinbartha Three buddies wake up from a bachelor party in Las Vegas  with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.
Get Out,horror mystery thriller,jordan peele,"[,danielkaluuya,allisonwilliams,bradleywhitford,]","A young African-American visits his White girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.","https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,horror mystery thrillerjordan peele danielkaluuya allisonwilliams bradleywhitford A young African-American visits his White girlfriend's parents for the weekend  where his simmering uneasiness about their reception of him eventually reaches a boiling point.
Ex Machina,drama sci-fi thriller,alex garland,"[,aliciavikander,domhnallgleeson,oscarisaac,]",A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,"https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,drama sci-fi thrilleralex garland aliciavikander domhnallgleeson oscarisaac A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.
Wind River,crime drama mystery,taylor sheridan,"[,elizabetholsen,jeremyrenner,grahamgreene,]","A wildlife officer, who is haunted by a tragedy that happened because of him, teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.","https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,crime drama mysterytaylor sheridan elizabetholsen jeremyrenner grahamgreene A wildlife officer  who is haunted by a tragedy that happened because of him  teams up with an FBI agent in solving a murder of a young woman on a Wyoming Native American reservation and hopes to get redemption from his past regrets.
Harry Potter and the Deathly Hallows: Part 1,adventure family fantasy,david yates,"[,danielradcliffe,emmawatson,rupertgrint,]","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.","https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,adventure family fantasydavid yates danielradcliffe emmawatson rupertgrint As Harry  Ron and Hermione race against time and evil to destroy the Horcruxes  they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.
La vie d'Adèle,drama romance,abdellatif kechiche,"[,léaseydoux,adèleexarchopoulos,salimkechiouche,]","Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.","https://m.media-amazon.com/images/M/MV5BMTQ5NTg5ODk4OV5BMl5BanBnXkFtZTgwODc4MTMzMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,drama romanceabdellatif kechiche léaseydoux adèleexarchopoulos salimkechiouche Adèle's life is changed when she meets Emma  a young woman with blue hair  who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others  Adèle grows  seeks herself  loses herself  and ultimately finds herself through love and loss.
Apollo 13,adventure drama history,ron howard,"[,tomhanks,billpaxton,kevinbacon,]",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,"https://m.media-amazon.com/images/M/MV5BMjc4MzZlNmQtN2ZlOS00OGQzLWI5YjEtNDQ2YmZlN2FjNTIxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,adventure drama historyron howard tomhanks billpaxton kevinbacon NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
Primal Fear,crime drama mystery,gregory hoblit,"[,richardgere,lauralinney,edwardnorton,]","An altar boy is accused of murdering a priest, and the truth is buried several layers deep.","https://m.media-amazon.com/images/M/MV5BZTM2NWI2OGYtYWNhMi00ZTlmLTg2ZTAtMmI5NWRjODA5YTE1XkEyXkFqcGdeQXVyODE2OTYwNTg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,crime drama mysterygregory hoblit richardgere lauralinney edwardnorton An altar boy is accused of murdering a priest  and the truth is buried several layers deep.
Home Alone,comedy family,chris columbus,"[,macaulayculkin,joepesci,danielstern,]","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.","https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedy familychris columbus macaulayculkin joepesci danielstern An eight-year-old troublemaker  mistakenly left home alone  must defend his home against a pair of burglars on Christmas eve.
Ocean's Eleven,crime thriller,steven soderbergh,"[,georgeclooney,bradpitt,juliaroberts,]",Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,"https://m.media-amazon.com/images/M/MV5BYzVmYzVkMmUtOGRhMi00MTNmLThlMmUtZTljYjlkMjNkMjJkXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,crime thrillersteven soderbergh georgeclooney bradpitt juliaroberts Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.
Airplane!,comedy,jim abrahams,"[,davidzucker,jerryzucker,roberthays,juliehagerty,leslienielsen,]","After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely.","https://m.media-amazon.com/images/M/MV5BZjA3YjdhMWEtYjc2Ni00YzVlLWI0MTUtMGZmNTJjNmU0Yzk2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedyjim abrahams davidzucker jerryzucker roberthays juliehagerty leslienielsen After the crew becomes sick with food poisoning  a neurotic ex-fighter pilot must land a commercial airplane full of passengers safely.
Zodiac,crime drama mystery,david fincher,"[,jakegyllenhaal,robertdowneyjr.,markruffalo,]","Between 1968 and 1983, a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer, an unidentified individual who terrorizes Northern California with a killing spree.","https://m.media-amazon.com/images/M/MV5BN2UwNDc5NmEtNjVjZS00OTI5LWE5YjctMWM3ZjBiZGYwMGI2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,crime drama mysterydavid fincher jakegyllenhaal robertdowneyjr. markruffalo Between 1968 and 1983  a San Francisco cartoonist becomes an amateur detective obsessed with tracking down the Zodiac Killer  an unidentified individual who terrorizes Northern California with a killing spree.
Mr. Nobody,drama fantasy romance,jaco van dormael,"[,jaredleto,sarahpolley,dianekruger,]","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.","https://m.media-amazon.com/images/M/MV5BMTg4ODkzMDQ3Nl5BMl5BanBnXkFtZTgwNTEwMTkxMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,drama fantasy romancejaco van dormael jaredleto sarahpolley dianekruger A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose  anything is possible.
Druk,comedy drama,thomas vinterberg,"[,madsmikkelsen,thomasbolarsen,magnusmillang,]",Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,"https://m.media-amazon.com/images/M/MV5BOTNjM2Y2ZjgtMDc5NS00MDQ1LTgyNGYtYzYwMTAyNWQwYTMyXkEyXkFqcGdeQXVyMjE4NzUxNDA@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedy dramathomas vinterberg madsmikkelsen thomasbolarsen magnusmillang Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.
Evil Dead II,comedy horror,sam raimi,"[,brucecampbell,sarahberry,danhicks,]",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,"https://m.media-amazon.com/images/M/MV5BMWY3ODZlOGMtNzJmOS00ZTNjLWI3ZWEtZTJhZTk5NDZjYWRjXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedy horrorsam raimi brucecampbell sarahberry danhicks The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.
The Count of Monte Cristo,action adventure drama,kevin reynolds,"[,jimcaviezel,guypearce,christopheradamson,]","A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.","https://m.media-amazon.com/images/M/MV5BMDM0ZWRjZDgtZWI0MS00ZTIzLTg4MWYtZjU5MDEyMDU0ODBjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,"action adventure dramakevin reynolds jimcaviezel guypearce christopheradamson A young man  falsely imprisoned by his jealous ""friend""  escapes and uses a hidden treasure to exact his revenge."
3:10 to Yuma,action crime drama,james mangold,"[,russellcrowe,christianbale,benfoster,]",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,action crime dramajames mangold russellcrowe christianbale benfoster A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.
Detachment,drama,tony kaye,"[,adrienbrody,christinahendricks,marciagayharden,]",A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,"https://m.media-amazon.com/images/M/MV5BMTM3NzQzMDA5Ml5BMl5BanBnXkFtZTcwODA5NTcyNw@@._V1_UY98_CR0,0,67,98_AL_.jpg",7.7,dramatony kaye adrienbrody christinahendricks marciagayharden A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.
Tangled,animation adventure comedy,nathan greno,"[,byronhoward,mandymoore,zacharylevi,donnamurphy,]","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","https://m.media-amazon.com/images/M/MV5BMTAxNDYxMjg0MjNeQTJeQWpwZ15BbWU3MDcyNTk2OTM@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,animation adventure comedynathan greno byronhoward mandymoore zacharylevi donnamurphy The magically long-haired Rapunzel has spent her entire life in a tower  but now that a runaway thief has stumbled upon her  she is about to discover the world for the first time  and who she really is.
En man som heter Ove,comedy drama romance,hannes holm,"[,rolflassgård,baharpars,filipberg,]","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.","https://m.media-amazon.com/images/M/MV5BMjE0NDUyOTc2MV5BMl5BanBnXkFtZTgwODk2NzU3OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,comedy drama romancehannes holm rolflassgård baharpars filipberg Ove  an ill-tempered  isolated retiree who spends his days enforcing block association rules and visiting his wife's grave  has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.
Blue Velvet,crime drama mystery,david lynch,"[,isabellarossellini,kylemaclachlan,dennishopper,]","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.","https://m.media-amazon.com/images/M/MV5BMzExOTczNTgtN2Q1Yy00MmI1LWE0NjgtNmIwMzdmZGNlODU1XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,crime drama mysterydavid lynch isabellarossellini kylemaclachlan dennishopper The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful  mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.
Brokeback Mountain,drama romance,ang lee,"[,jakegyllenhaal,heathledger,michellewilliams,]",Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,"https://m.media-amazon.com/images/M/MV5BMTY5NTAzNTc1NF5BMl5BanBnXkFtZTYwNDY4MDc3._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,drama romanceang lee jakegyllenhaal heathledger michellewilliams Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.
Coraline,animation drama family,henry selick,"[,dakotafanning,terihatcher,johnhodgman,]","An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.","https://m.media-amazon.com/images/M/MV5BMzQxNjM5NzkxNV5BMl5BanBnXkFtZTcwMzg5NDMwMg@@._V1_UX67_CR0,0,67,98_AL_.jpg",7.7,animation drama familyhenry selick dakotafanning terihatcher johnhodgman An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home  but it has sinister secrets.
